,location,total_sqft,bath,bhk
4759,Panathur,1370.0,2.0,3.0
4760,Panathur,1180.0,2.0,2.0
4761,Panathur,1198.0,2.0,2.0
4762,Panathur,1210.0,2.0,2.0
4763,Panathur,1713.0,3.0,3.0
4764,Panathur,1125.0,2.0,2.0
4765,Panathur,1359.0,2.0,2.0
4766,Panathur,1085.0,2.0,2.0
4767,Panathur,1315.0,2.0,3.0
4768,Panathur,1109.0,2.0,2.0
4769,Panathur,1198.0,2.0,2.0
4770,Panathur,1000.0,2.0,2.0
4771,Panathur,1580.0,3.0,3.0
4772,Panathur,980.0,2.0,2.0
4773,Panathur,1370.0,2.0,3.0
4774,Panathur,1050.0,2.0,2.0
4775,Poorna Pragna Layout,1270.0,2.0,3.0
4776,Poorna Pragna Layout,960.0,2.0,2.0
4777,Poorna Pragna Layout,1160.0,2.0,2.0
4778,Poorna Pragna Layout,1270.0,2.0,3.0
4779,Poorna Pragna Layout,1475.0,2.0,3.0
4780,Poorna Pragna Layout,1160.0,2.0,2.0
4781,Poorna Pragna Layout,1270.0,2.0,3.0
4782,Poorna Pragna Layout,1270.0,2.0,3.0
4783,Poorna Pragna Layout,1475.0,2.0,3.0
4784,Poorna Pragna Layout,920.0,2.0,2.0
4785,Poorna Pragna Layout,1475.0,2.0,3.0
4786,Poorna Pragna Layout,1355.0,2.0,3.0
4787,Poorna Pragna Layout,1270.0,2.0,3.0
4788,Poorna Pragna Layout,1160.0,2.0,2.0
4789,Poorna Pragna Layout,1270.0,2.0,3.0
4790,R.T. Nagar,1200.0,2.0,2.0
4791,R.T. Nagar,2400.0,3.0,3.0
4792,R.T. Nagar,1200.0,2.0,2.0
4793,R.T. Nagar,1100.0,3.0,2.0
4794,R.T. Nagar,2800.0,4.0,4.0
4795,R.T. Nagar,1300.0,3.0,3.0
4796,R.T. Nagar,1667.0,3.0,3.0
4797,R.T. Nagar,1040.0,2.0,2.0
4798,R.T. Nagar,1500.0,4.0,4.0
4799,R.T. Nagar,1380.0,2.0,3.0
4800,R.T. Nagar,1500.0,4.0,4.0
4801,R.T. Nagar,3600.0,8.0,9.0
4802,R.T. Nagar,1080.0,2.0,2.0
4803,R.T. Nagar,1680.0,3.0,3.0
4804,R.T. Nagar,1200.0,3.0,3.0
4805,R.T. Nagar,1400.0,2.0,3.0
4806,R.T. Nagar,1500.0,2.0,3.0
4807,R.T. Nagar,1560.0,3.0,3.0
4808,R.T. Nagar,2400.0,6.0,5.0
4809,R.T. Nagar,2000.0,4.0,4.0
4810,R.T. Nagar,1100.0,2.0,2.0
4811,R.T. Nagar,1500.0,2.0,2.0
4812,Rachenahalli,985.0,2.0,2.0
4813,Rachenahalli,1550.0,3.0,3.0
4814,Rachenahalli,2250.0,3.0,3.0
4815,Rachenahalli,1530.0,2.0,3.0
4816,Rachenahalli,440.0,1.0,1.0
4817,Rachenahalli,1550.0,3.0,3.0
4818,Rachenahalli,1050.0,2.0,2.0
4819,Rachenahalli,3657.0,5.0,4.0
4820,Rachenahalli,1050.0,2.0,2.0
4821,Rachenahalli,412.5,1.0,1.0
4822,Rachenahalli,1050.0,2.0,2.0
4823,Rachenahalli,1530.0,2.0,3.0
4824,Rachenahalli,985.0,2.0,2.0
4825,Rachenahalli,1530.0,2.0,3.0
4826,Rachenahalli,1530.0,2.0,3.0
4827,Rachenahalli,2710.0,3.0,3.0
4828,Rachenahalli,925.0,2.0,2.0
4829,Rachenahalli,1050.0,2.0,2.0
4830,Rachenahalli,985.0,2.0,2.0
4831,Rachenahalli,1050.0,2.0,2.0
4832,Rachenahalli,1050.0,2.0,2.0
4833,Rachenahalli,680.0,1.0,1.0
4834,Rachenahalli,1050.0,2.0,2.0
4835,Rachenahalli,1550.0,3.0,3.0
4836,Rachenahalli,1220.0,2.0,2.0
4837,Rachenahalli,1200.0,2.0,2.0
4838,Rachenahalli,680.0,1.0,1.0
4839,Rachenahalli,1050.0,2.0,2.0
4840,Rachenahalli,1530.0,2.0,3.0
4841,Rachenahalli,1530.0,2.0,3.0
4842,Rachenahalli,1530.0,2.0,3.0
4843,Rachenahalli,985.0,2.0,2.0
4844,Rachenahalli,690.0,1.0,1.0
4845,Rachenahalli,1050.0,2.0,2.0
4846,Rachenahalli,1204.0,2.0,2.0
4847,Rachenahalli,2721.0,3.0,3.0
4848,Rachenahalli,1050.0,2.0,2.0
4849,Rachenahalli,1224.0,2.0,2.0
4850,Rachenahalli,1167.0,2.0,2.0
4851,Rachenahalli,440.0,1.0,1.0
4852,Rachenahalli,1100.0,2.0,2.0
4853,Rachenahalli,1050.0,2.0,2.0
4854,Rachenahalli,1856.0,3.0,3.0
4855,Rachenahalli,1050.0,2.0,2.0
4856,Rachenahalli,996.0,2.0,2.0
4857,Rachenahalli,1550.0,2.0,3.0
4858,Rachenahalli,1113.0,2.0,2.0
4859,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4860,Raja Rajeshwari Nagar,1196.0,2.0,2.0
4861,Raja Rajeshwari Nagar,1608.0,2.0,2.0
4862,Raja Rajeshwari Nagar,1510.0,2.0,3.0
4863,Raja Rajeshwari Nagar,1144.0,2.0,2.0
4864,Raja Rajeshwari Nagar,550.0,1.0,1.0
4865,Raja Rajeshwari Nagar,1128.0,2.0,2.0
4866,Raja Rajeshwari Nagar,1120.0,2.0,2.0
4867,Raja Rajeshwari Nagar,3900.0,6.0,6.0
4868,Raja Rajeshwari Nagar,1630.0,3.0,3.0
4869,Raja Rajeshwari Nagar,1295.0,2.0,2.0
4870,Raja Rajeshwari Nagar,1580.0,3.0,3.0
4871,Raja Rajeshwari Nagar,1145.0,2.0,2.0
4872,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4873,Raja Rajeshwari Nagar,1168.0,2.0,2.0
4874,Raja Rajeshwari Nagar,1250.0,2.0,2.0
4875,Raja Rajeshwari Nagar,1157.0,2.0,2.0
4876,Raja Rajeshwari Nagar,1587.0,3.0,3.0
4877,Raja Rajeshwari Nagar,3600.0,9.0,9.0
4878,Raja Rajeshwari Nagar,3450.0,7.0,8.0
4879,Raja Rajeshwari Nagar,1303.0,2.0,2.0
4880,Raja Rajeshwari Nagar,1570.0,2.0,3.0
4881,Raja Rajeshwari Nagar,1530.0,3.0,3.0
4882,Raja Rajeshwari Nagar,1485.0,2.0,3.0
4883,Raja Rajeshwari Nagar,1185.0,2.0,2.0
4884,Raja Rajeshwari Nagar,1255.0,2.0,2.0
4885,Raja Rajeshwari Nagar,1206.0,2.0,2.0
4886,Raja Rajeshwari Nagar,1693.0,3.0,3.0
4887,Raja Rajeshwari Nagar,1240.0,2.0,2.0
4888,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4889,Raja Rajeshwari Nagar,1693.0,3.0,3.0
4890,Raja Rajeshwari Nagar,1530.0,3.0,3.0
4891,Raja Rajeshwari Nagar,1278.0,2.0,3.0
4892,Raja Rajeshwari Nagar,1178.0,2.0,2.0
4893,Raja Rajeshwari Nagar,1160.0,2.0,2.0
4894,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4895,Raja Rajeshwari Nagar,1196.0,2.0,2.0
4896,Raja Rajeshwari Nagar,1540.0,3.0,3.0
4897,Raja Rajeshwari Nagar,1141.0,2.0,2.0
4898,Raja Rajeshwari Nagar,1120.0,2.0,2.0
4899,Raja Rajeshwari Nagar,1128.0,2.0,2.0
4900,Raja Rajeshwari Nagar,1430.0,2.0,3.0
4901,Raja Rajeshwari Nagar,1580.0,3.0,3.0
4902,Raja Rajeshwari Nagar,1510.0,2.0,3.0
4903,Raja Rajeshwari Nagar,1306.0,2.0,2.0
4904,Raja Rajeshwari Nagar,1280.0,3.0,3.0
4905,Raja Rajeshwari Nagar,1151.0,2.0,2.0
4906,Raja Rajeshwari Nagar,1070.0,2.0,2.0
4907,Raja Rajeshwari Nagar,1571.0,3.0,3.0
4908,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4909,Raja Rajeshwari Nagar,1335.0,2.0,3.0
4910,Raja Rajeshwari Nagar,1260.0,2.0,3.0
4911,Raja Rajeshwari Nagar,1021.0,3.0,3.0
4912,Raja Rajeshwari Nagar,1530.0,3.0,3.0
4913,Raja Rajeshwari Nagar,1100.0,2.0,2.0
4914,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4915,Raja Rajeshwari Nagar,1187.0,2.0,2.0
4916,Raja Rajeshwari Nagar,1530.0,3.0,3.0
4917,Raja Rajeshwari Nagar,1295.0,2.0,2.0
4918,Raja Rajeshwari Nagar,1419.0,2.0,2.0
4919,Raja Rajeshwari Nagar,1157.0,2.0,2.0
4920,Raja Rajeshwari Nagar,600.0,1.0,1.0
4921,Raja Rajeshwari Nagar,1419.0,2.0,2.0
4922,Raja Rajeshwari Nagar,1303.0,2.0,2.0
4923,Raja Rajeshwari Nagar,1610.0,3.0,3.0
4924,Raja Rajeshwari Nagar,4800.0,8.0,8.0
4925,Raja Rajeshwari Nagar,1529.0,3.0,3.0
4926,Raja Rajeshwari Nagar,1640.0,3.0,3.0
4927,Raja Rajeshwari Nagar,1050.0,2.0,2.0
4928,Raja Rajeshwari Nagar,1288.0,2.0,3.0
4929,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4930,Raja Rajeshwari Nagar,1133.0,2.0,2.0
4931,Raja Rajeshwari Nagar,1525.0,2.0,3.0
4932,Raja Rajeshwari Nagar,1196.0,2.0,2.0
4933,Raja Rajeshwari Nagar,1151.0,2.0,2.0
4934,Raja Rajeshwari Nagar,1260.0,2.0,2.0
4935,Raja Rajeshwari Nagar,1295.0,2.0,2.0
4936,Raja Rajeshwari Nagar,1608.0,3.0,3.0
4937,Raja Rajeshwari Nagar,1185.0,2.0,2.0
4938,Raja Rajeshwari Nagar,1110.0,2.0,2.0
4939,Raja Rajeshwari Nagar,1128.0,2.0,2.0
4940,Raja Rajeshwari Nagar,1240.0,2.0,2.0
4941,Raja Rajeshwari Nagar,500.0,1.0,1.0
4942,Raja Rajeshwari Nagar,1303.0,2.0,2.0
4943,Raja Rajeshwari Nagar,3000.0,3.0,3.0
4944,Raja Rajeshwari Nagar,1267.0,2.0,2.0
4945,Raja Rajeshwari Nagar,1400.0,2.0,3.0
4946,Raja Rajeshwari Nagar,1023.0,2.0,2.0
4947,Raja Rajeshwari Nagar,1419.0,2.0,2.0
4948,Raja Rajeshwari Nagar,1700.0,2.0,3.0
4949,Raja Rajeshwari Nagar,1090.0,2.0,2.0
4950,Raja Rajeshwari Nagar,1133.0,2.0,2.0
4951,Raja Rajeshwari Nagar,1151.0,2.0,2.0
4952,Raja Rajeshwari Nagar,1530.0,3.0,3.0
4953,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4954,Raja Rajeshwari Nagar,1500.0,3.0,3.0
4955,Raja Rajeshwari Nagar,1258.0,2.0,2.0
4956,Raja Rajeshwari Nagar,1210.0,2.0,2.0
4957,Raja Rajeshwari Nagar,1570.0,3.0,3.0
4958,Raja Rajeshwari Nagar,1255.0,2.0,2.0
4959,Raja Rajeshwari Nagar,1030.0,2.0,2.0
4960,Raja Rajeshwari Nagar,1531.0,3.0,3.0
4961,Raja Rajeshwari Nagar,6000.0,8.0,8.0
4962,Raja Rajeshwari Nagar,1530.0,3.0,3.0
4963,Raja Rajeshwari Nagar,1450.0,2.0,3.0
4964,Raja Rajeshwari Nagar,1140.0,2.0,2.0
4965,Raja Rajeshwari Nagar,1196.0,2.0,2.0
4966,Raja Rajeshwari Nagar,1560.0,2.0,3.0
4967,Raja Rajeshwari Nagar,1143.0,2.0,2.0
4968,Raja Rajeshwari Nagar,1141.0,2.0,2.0
4969,Raja Rajeshwari Nagar,1060.0,2.0,2.0
4970,Raja Rajeshwari Nagar,1270.0,2.0,2.0
4971,Raja Rajeshwari Nagar,945.0,2.0,2.0
4972,Raja Rajeshwari Nagar,1200.0,2.0,2.0
4973,Raja Rajeshwari Nagar,1105.0,2.0,2.0
4974,Raja Rajeshwari Nagar,1170.0,2.0,2.0
4975,Raja Rajeshwari Nagar,1185.0,2.0,2.0
4976,Raja Rajeshwari Nagar,1608.0,3.0,3.0
4977,Raja Rajeshwari Nagar,1306.0,2.0,2.0
4978,Raja Rajeshwari Nagar,1240.0,2.0,2.0
4979,Raja Rajeshwari Nagar,1185.0,2.0,2.0
4980,Raja Rajeshwari Nagar,1133.0,2.0,2.0
4981,Raja Rajeshwari Nagar,1095.0,2.0,2.0
4982,Raja Rajeshwari Nagar,1196.0,2.0,2.0
4983,Raja Rajeshwari Nagar,1267.0,2.0,2.0
4984,Raja Rajeshwari Nagar,1128.0,2.0,2.0
4985,Raja Rajeshwari Nagar,1550.0,3.0,3.0
4986,Rajaji Nagar,1640.0,3.0,3.0
4987,Rajaji Nagar,1615.0,3.0,3.0
4988,Rajaji Nagar,1640.0,3.0,3.0
4989,Rajaji Nagar,1200.0,2.0,2.0
4990,Rajaji Nagar,1224.0,2.0,2.0
4991,Rajaji Nagar,2500.0,3.0,3.0
4992,Rajaji Nagar,1216.0,2.0,2.0
4993,Rajaji Nagar,1800.0,4.0,6.0
4994,Rajaji Nagar,1440.0,2.0,2.0
4995,Rajaji Nagar,1640.0,3.0,3.0
4996,Rajaji Nagar,12000.0,6.0,7.0
4997,Rajaji Nagar,2409.0,3.0,3.0
4998,Rajaji Nagar,1621.0,4.0,3.0
4999,Rajaji Nagar,1720.0,3.0,3.0
5000,Rajaji Nagar,1440.0,2.0,2.0
5001,Rajaji Nagar,2367.0,4.0,3.0
5002,Rajaji Nagar,1538.0,5.0,5.0
5003,Rajaji Nagar,660.0,1.0,1.0
5004,Rajaji Nagar,3100.0,4.0,4.0
5005,Rajaji Nagar,2390.0,3.0,3.0
5006,Rajaji Nagar,7514.0,7.0,5.0
5007,Rajaji Nagar,1613.0,3.0,3.0
5008,Rajaji Nagar,1700.0,3.0,3.0
5009,Rajaji Nagar,1640.0,3.0,3.0
5010,Rajaji Nagar,1370.0,2.0,2.0
5011,Rajaji Nagar,1800.0,3.0,3.0
5012,Rajaji Nagar,3436.0,6.0,4.0
5013,Rajaji Nagar,1314.0,2.0,2.0
5014,Rajaji Nagar,2386.0,3.0,3.0
5015,Rajaji Nagar,1600.0,3.0,4.0
5016,Rajaji Nagar,1210.0,2.0,3.0
5017,Rajaji Nagar,1725.0,3.0,3.0
5018,Rajaji Nagar,3436.0,6.0,4.0
5019,Rajaji Nagar,1640.0,3.0,3.0
5020,Rajaji Nagar,1621.0,3.0,3.0
5021,Rajaji Nagar,6500.0,5.0,4.0
5022,Rajaji Nagar,2367.0,3.0,3.0
5023,Rajaji Nagar,2390.0,3.0,3.0
5024,Rajaji Nagar,1440.0,2.0,2.0
5025,Rajaji Nagar,1500.0,2.0,3.0
5026,Rajaji Nagar,1200.0,1.0,2.0
5027,Rajaji Nagar,1763.0,3.0,2.0
5028,Rajaji Nagar,1800.0,3.0,3.0
5029,Rajaji Nagar,2367.0,3.0,3.0
5030,Rajaji Nagar,2500.0,3.0,3.0
5031,Rajaji Nagar,2415.0,3.0,3.0
5032,Rajaji Nagar,3100.0,4.0,4.0
5033,Rajaji Nagar,2448.0,3.0,3.0
5034,Rajaji Nagar,1640.0,3.0,3.0
5035,Rajaji Nagar,1763.0,3.0,2.0
5036,Rajaji Nagar,2409.0,3.0,3.0
5037,Rajaji Nagar,2400.0,3.0,5.0
5038,Rajaji Nagar,1350.0,4.0,4.0
5039,Rajaji Nagar,3300.0,4.0,4.0
5040,Rajaji Nagar,2648.0,5.0,4.0
5041,Rajaji Nagar,2733.0,5.0,4.0
5042,Rajaji Nagar,7500.0,8.0,5.0
5043,Rajaji Nagar,1640.0,3.0,3.0
5044,Rajaji Nagar,720.0,2.0,2.0
5045,Rajaji Nagar,3600.0,5.0,5.0
5046,Rajaji Nagar,1640.0,3.0,3.0
5047,Rajaji Nagar,1357.0,2.0,2.0
5048,Rajaji Nagar,3000.0,6.0,6.0
5049,Rajaji Nagar,5000.0,4.0,4.0
5050,Rajaji Nagar,3539.5,2.0,4.0
5051,Rajaji Nagar,1776.0,3.0,3.0
5052,Rajaji Nagar,2533.0,3.0,3.0
5053,Rajaji Nagar,2300.0,4.0,3.0
5054,Rajaji Nagar,1380.0,3.0,3.0
5055,Rajaji Nagar,1222.0,2.0,2.0
5056,Rajaji Nagar,3516.0,4.0,4.0
5057,Rajaji Nagar,1555.0,3.0,3.0
5058,Rajaji Nagar,1263.0,2.0,2.0
5059,Rajaji Nagar,1056.0,1.0,2.0
5060,Rajaji Nagar,1222.0,2.0,2.0
5061,Ramagondanahalli,1151.0,2.0,2.0
5062,Ramagondanahalli,3350.0,3.0,3.0
5063,Ramagondanahalli,1125.0,2.0,2.0
5064,Ramagondanahalli,1251.0,2.0,2.0
5065,Ramagondanahalli,1151.0,2.0,2.0
5066,Ramagondanahalli,2787.0,5.0,4.0
5067,Ramagondanahalli,1610.0,2.0,3.0
5068,Ramagondanahalli,1610.0,2.0,3.0
5069,Ramagondanahalli,2040.0,3.0,3.0
5070,Ramagondanahalli,1253.0,2.0,2.0
5071,Ramagondanahalli,1680.0,2.0,3.0
5072,Ramagondanahalli,1251.0,2.0,2.0
5073,Ramagondanahalli,1475.0,2.0,3.0
5074,Ramagondanahalli,2257.0,4.0,3.0
5075,Ramagondanahalli,1910.0,3.0,3.0
5076,Ramagondanahalli,1610.0,2.0,3.0
5077,Ramagondanahalli,1910.0,3.0,3.0
5078,Ramagondanahalli,1635.0,3.0,3.0
5079,Ramagondanahalli,920.0,2.0,2.0
5080,Ramagondanahalli,1251.0,2.0,2.0
5081,Ramagondanahalli,1610.0,2.0,3.0
5082,Ramagondanahalli,845.0,2.0,2.0
5083,Ramagondanahalli,1215.0,2.0,2.0
5084,Ramagondanahalli,1215.0,2.0,2.0
5085,Ramagondanahalli,1910.0,3.0,3.0
5086,Ramagondanahalli,1251.0,2.0,2.0
5087,Ramagondanahalli,1451.0,3.0,3.0
5088,Ramagondanahalli,2257.0,3.0,3.0
5089,Ramagondanahalli,1215.0,2.0,2.0
5090,Ramagondanahalli,1475.0,2.0,3.0
5091,Ramagondanahalli,1151.0,2.0,2.0
5092,Ramagondanahalli,1235.0,2.0,2.0
5093,Ramagondanahalli,1738.0,2.0,3.0
5094,Ramagondanahalli,1295.0,2.0,2.0
5095,Ramagondanahalli,1500.0,3.0,3.0
5096,Ramagondanahalli,1235.0,2.0,2.0
5097,Ramamurthy Nagar,1125.0,2.0,2.0
5098,Ramamurthy Nagar,600.0,1.0,1.0
5099,Ramamurthy Nagar,1360.0,2.0,2.0
5100,Ramamurthy Nagar,2200.0,4.0,4.0
5101,Ramamurthy Nagar,1200.0,2.0,2.0
5102,Ramamurthy Nagar,1300.0,2.0,3.0
5103,Ramamurthy Nagar,1200.0,2.0,2.0
5104,Ramamurthy Nagar,540.0,1.0,1.0
5105,Ramamurthy Nagar,1200.0,2.0,2.0
5106,Ramamurthy Nagar,2316.0,3.0,3.0
5107,Ramamurthy Nagar,700.0,2.0,2.0
5108,Ramamurthy Nagar,3600.0,3.0,3.0
5109,Ramamurthy Nagar,1208.0,2.0,3.0
5110,Ramamurthy Nagar,3500.0,5.0,5.0
5111,Ramamurthy Nagar,1110.0,2.0,2.0
5112,Ramamurthy Nagar,1410.0,2.0,3.0
5113,Ramamurthy Nagar,2560.0,4.0,4.0
5114,Ramamurthy Nagar,1150.0,2.0,2.0
5115,Ramamurthy Nagar,1185.0,2.0,2.0
5116,Ramamurthy Nagar,360.0,1.0,1.0
5117,Ramamurthy Nagar,1101.0,2.0,2.0
5118,Ramamurthy Nagar,1200.0,2.0,2.0
5119,Ramamurthy Nagar,1600.0,3.0,3.0
5120,Ramamurthy Nagar,1150.0,2.0,2.0
5121,Ramamurthy Nagar,960.0,2.0,2.0
5122,Ramamurthy Nagar,1200.0,2.0,2.0
5123,Ramamurthy Nagar,1200.0,2.0,3.0
5124,Ramamurthy Nagar,1515.0,3.0,3.0
5125,Ramamurthy Nagar,1000.0,2.0,3.0
5126,Ramamurthy Nagar,1200.0,4.0,4.0
5127,Ramamurthy Nagar,1200.0,2.0,2.0
5128,Ramamurthy Nagar,1305.0,3.0,3.0
5129,Ramamurthy Nagar,935.0,2.0,2.0
5130,Ramamurthy Nagar,1600.0,3.0,3.0
5131,Ramamurthy Nagar,1100.0,2.0,2.0
5132,Ramamurthy Nagar,1200.0,2.0,2.0
5133,Ramamurthy Nagar,1050.0,2.0,2.0
5134,Ramamurthy Nagar,2916.0,5.0,4.0
5135,Ramamurthy Nagar,1000.0,2.0,2.0
5136,Ramamurthy Nagar,1350.0,2.0,3.0
5137,Rayasandra,1555.0,3.0,3.0
5138,Rayasandra,1314.0,2.0,3.0
5139,Rayasandra,1577.0,3.0,3.0
5140,Rayasandra,1179.0,2.0,3.0
5141,Rayasandra,1708.0,3.0,3.0
5142,Rayasandra,540.0,1.0,1.0
5143,Rayasandra,1065.0,2.0,2.0
5144,Rayasandra,3600.0,5.0,5.0
5145,Rayasandra,1458.0,3.0,3.0
5146,Rayasandra,1199.0,2.0,3.0
5147,Rayasandra,1198.0,2.0,2.0
5148,Rayasandra,1639.0,3.0,3.0
5149,Rayasandra,1601.0,3.0,3.0
5150,Rayasandra,583.0,1.0,1.0
5151,Rayasandra,1016.0,2.0,2.0
5152,Rayasandra,1373.0,3.0,3.0
5153,Sahakara Nagar,1291.0,2.0,2.0
5154,Sahakara Nagar,1160.0,2.0,2.0
5155,Sahakara Nagar,2830.0,3.0,4.0
5156,Sahakara Nagar,1175.0,2.0,2.0
5157,Sahakara Nagar,1200.0,2.0,2.0
5158,Sahakara Nagar,1100.0,2.0,2.0
5159,Sahakara Nagar,1219.0,2.0,2.0
5160,Sahakara Nagar,1655.0,3.0,3.0
5161,Sahakara Nagar,1150.0,2.0,2.0
5162,Sahakara Nagar,1032.0,2.0,2.0
5163,Sahakara Nagar,960.0,2.0,2.0
5164,Sahakara Nagar,1914.0,3.0,3.0
5165,Sahakara Nagar,2500.0,4.0,4.0
5166,Sahakara Nagar,1100.0,2.0,2.0
5167,Sahakara Nagar,1270.0,2.0,2.0
5168,Sahakara Nagar,1200.0,4.0,4.0
5169,Sahakara Nagar,2400.0,3.0,3.0
5170,Sahakara Nagar,1000.0,2.0,2.0
5171,Sahakara Nagar,1200.0,2.0,2.0
5172,Sahakara Nagar,1100.0,2.0,2.0
5173,Sahakara Nagar,1370.0,2.0,3.0
5174,Sahakara Nagar,1500.0,2.0,3.0
5175,Sahakara Nagar,1200.0,2.0,2.0
5176,Sahakara Nagar,1100.0,2.0,3.0
5177,Sahakara Nagar,1201.0,2.0,2.0
5178,Sahakara Nagar,2200.0,3.0,3.0
5179,Sahakara Nagar,1914.0,3.0,3.0
5180,Sahakara Nagar,1200.0,2.0,2.0
5181,Sahakara Nagar,1180.0,2.0,2.0
5182,Sahakara Nagar,1270.0,2.0,2.0
5183,Sanjay nagar,630.0,1.0,2.0
5184,Sanjay nagar,960.0,2.0,2.0
5185,Sanjay nagar,1800.0,3.0,3.0
5186,Sanjay nagar,1150.0,2.0,2.0
5187,Sanjay nagar,1150.0,2.0,2.0
5188,Sanjay nagar,1200.0,2.0,3.0
5189,Sanjay nagar,1500.0,3.0,3.0
5190,Sanjay nagar,1180.0,2.0,2.0
5191,Sanjay nagar,3300.0,3.0,5.0
5192,Sanjay nagar,1575.0,2.0,2.0
5193,Sanjay nagar,965.0,1.0,1.0
5194,Sanjay nagar,1000.0,2.0,2.0
5195,Sanjay nagar,1450.0,3.0,3.0
5196,Sanjay nagar,1050.0,2.0,2.0
5197,Sarjapur,633.0,1.0,1.0
5198,Sarjapur,3190.0,3.0,4.0
5199,Sarjapur,1333.0,3.0,3.0
5200,Sarjapur,1200.0,3.0,3.0
5201,Sarjapur,950.0,2.0,2.0
5202,Sarjapur,2100.0,3.0,4.0
5203,Sarjapur,650.0,1.0,1.0
5204,Sarjapur,2400.0,3.0,3.0
5205,Sarjapur,649.5,1.0,1.0
5206,Sarjapur,2172.0,3.0,3.0
5207,Sarjapur,1404.0,2.0,3.0
5208,Sarjapur,1175.0,2.0,2.0
5209,Sarjapur,1240.0,2.0,2.0
5210,Sarjapur,1205.0,2.0,2.0
5211,Sarjapur,1124.0,2.0,2.0
5212,Sarjapur,1150.0,2.0,2.0
5213,Sarjapur,1285.0,2.0,3.0
5214,Sarjapur,920.0,2.0,2.0
5215,Sarjapur,1445.0,3.0,3.0
5216,Sarjapur,2970.0,3.0,4.0
5217,Sarjapur,1128.0,2.0,2.0
5218,Sarjapur,2400.0,3.0,4.0
5219,Sarjapur,900.0,2.0,2.0
5220,Sarjapur,1575.0,3.0,3.0
5221,Sarjapur,925.0,2.0,2.0
5222,Sarjapur,2585.5,4.0,4.0
5223,Sarjapur,1195.0,2.0,2.0
5224,Sarjapur,2885.0,3.0,4.0
5225,Sarjapur,1170.0,2.0,3.0
5226,Sarjapur,2585.5,4.0,4.0
5227,Sarjapur,1044.0,2.0,2.0
5228,Sarjapur,900.0,2.0,3.0
5229,Sarjapur,1200.0,2.0,2.0
5230,Sarjapur,1215.0,2.0,2.0
5231,Sarjapur,1500.0,5.0,3.0
5232,Sarjapur,2302.5,2.0,4.0
5233,Sarjapur,913.0,2.0,2.0
5234,Sarjapur,2238.0,3.0,3.0
5235,Sarjapur,1242.5,2.0,2.0
5236,Sarjapur,850.0,2.0,2.0
5237,Sarjapur,940.0,2.0,2.0
5238,Sarjapur,913.0,2.0,2.0
5239,Sarjapur,1044.0,2.0,2.0
5240,Sarjapur,4360.0,4.0,5.0
5241,Sarjapur,1830.0,3.0,3.0
5242,Sarjapur,950.0,2.0,2.0
5243,Sarjapur,1525.0,2.0,3.0
5244,Sarjapur,1044.0,2.0,2.0
5245,Sarjapur,1032.0,2.0,2.0
5246,Sarjapur,2020.0,3.0,3.0
5247,Sarjapur,1917.0,3.0,4.0
5248,Sarjapur,1095.0,2.0,2.0
5249,Sarjapur,1000.0,2.0,2.0
5250,Sarjapur,1240.0,2.0,2.0
5251,Sarjapur  Road,1495.0,2.0,3.0
5252,Sarjapur  Road,1600.0,3.0,3.0
5253,Sarjapur  Road,1220.0,3.0,3.0
5254,Sarjapur  Road,1826.0,3.0,3.0
5255,Sarjapur  Road,1888.0,4.0,3.0
5256,Sarjapur  Road,994.0,2.0,2.0
5257,Sarjapur  Road,1220.0,3.0,3.0
5258,Sarjapur  Road,1580.0,3.0,3.0
5259,Sarjapur  Road,2497.0,3.0,3.0
5260,Sarjapur  Road,1270.0,2.0,3.0
5261,Sarjapur  Road,1186.0,2.0,3.0
5262,Sarjapur  Road,1263.0,2.0,2.0
5263,Sarjapur  Road,1403.0,3.0,3.0
5264,Sarjapur  Road,1405.0,3.0,3.0
5265,Sarjapur  Road,1035.0,2.0,2.0
5266,Sarjapur  Road,1157.0,2.0,3.0
5267,Sarjapur  Road,2289.0,3.0,3.0
5268,Sarjapur  Road,1233.0,2.0,2.0
5269,Sarjapur  Road,1300.0,2.0,3.0
5270,Sarjapur  Road,3418.0,2.0,4.0
5271,Sarjapur  Road,1484.0,2.0,3.0
5272,Sarjapur  Road,1115.0,2.0,2.0
5273,Sarjapur  Road,1773.5,2.0,3.0
5274,Sarjapur  Road,1470.0,3.0,3.0
5275,Sarjapur  Road,1691.0,3.0,3.0
5276,Sarjapur  Road,1200.0,3.0,3.0
5277,Sarjapur  Road,1272.5,2.0,3.0
5278,Sarjapur  Road,1476.0,2.0,3.0
5279,Sarjapur  Road,970.0,2.0,2.0
5280,Sarjapur  Road,1128.0,2.0,2.0
5281,Sarjapur  Road,1700.0,3.0,3.0
5282,Sarjapur  Road,1371.0,2.0,2.0
5283,Sarjapur  Road,1660.0,2.0,3.0
5284,Sarjapur  Road,1700.0,3.0,3.0
5285,Sarjapur  Road,2100.0,3.0,3.0
